Region,Segment,Sub-segment,Sub-segment 1,Sub-segment 2,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
Latin America,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,"5,387","5,885","6,437","7,025","7,644","8,290","8,986","9,753","10,596","11,521","12,502","13,531","14,621"
Latin America,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,"5,679","6,246","6,866","7,546","8,285","9,081","9,936","10,853","11,834","12,899","14,052","15,281","16,597"
Latin America,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,"6,771","7,607","8,544","9,568","10,686","11,906","13,258","14,781","16,497","18,396","20,495","22,793","25,306"
Latin America,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,"1,323","1,494","1,684","1,894","2,127","2,389","2,683","3,018","3,394","3,815","4,281","4,798","5,368"
Latin America,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"12,057","13,452","14,991","16,658","18,453","20,402","22,552","24,940","27,563","30,432","33,542","36,886","40,508"
Latin America,By Component,Hardware,Payment Units,Payment Units,"19,913","21,780","23,834","26,052","28,463","31,062","33,895","37,014","40,412","44,077","47,952","52,002","56,297"
Latin America,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"13,531","14,653","15,854","17,136","18,480","19,914","21,450","23,089","24,798","26,627","28,547","30,548","32,645"
Latin America,By Component,Hardware,Receipt Printer,Receipt Printer,"17,775","19,078","20,452","21,911","23,483","25,163","26,966","28,879","30,870","32,982","35,215","37,563","40,020"
Latin America,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","12,950","14,342","15,874","17,540","19,331","21,263","23,368","25,689","28,224","31,005","34,029","37,272","40,769"
Latin America,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,"5,783","6,402","7,085","7,833","8,648","9,546","10,532","11,617","12,808","14,116","15,523","17,032","18,661"
Latin America,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,"4,556","5,116","5,742","6,436","7,202","8,045","8,982","10,040","11,217","12,528","13,968","15,539","17,267"
Latin America,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,"2,932","3,269","3,642","4,048","4,497","4,991","5,537","6,151","6,824","7,556","8,351","9,210","10,146"
Latin America,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,"4,709","5,433","6,270","7,230","8,329","9,589","11,039","12,713","14,637","16,851","19,368","22,226","25,468"
Latin America,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,"1,488","1,755","2,074","2,441","2,871","3,375","3,964","4,654","5,476","6,437","7,562","8,858","10,365"
Latin America,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,735,881,"1,057","1,258","1,501","1,788","2,128","2,535","3,015","3,581","4,252","5,037","5,959"
Latin America,By Model Type,Cash Model,Cash Model,Cash Model,"4,701","5,185","5,719","6,306","6,948","7,651","8,419","9,266","10,183","11,188","12,273","13,432","14,683"
Latin America,By Model Type,Cashless Model,Cashless Model,Cashless Model,"15,502","17,671","20,151","22,940","26,100","29,683","33,763","38,444","43,794","49,881","56,751","64,470","73,183"
Latin America,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"18,345","20,691","23,347","26,310","29,634","33,371","37,581","42,366","47,773","53,877","60,696","68,272","76,741"
Latin America,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,640,725,825,935,"1,059","1,193","1,344","1,516","1,711","1,929","2,174","2,444","2,744"
Latin America,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,"1,218","1,440","1,698","2,001","2,355","2,770","3,257","3,828","4,493","5,263","6,154","7,186","8,381"
Latin America,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"10,156","11,447","12,914","14,545","16,367","18,402","20,689","23,285","26,213","29,500","33,159","37,204","41,702"
Latin America,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,"2,783","3,174","3,621","4,129","4,701","5,357","6,105","6,963","7,936","9,043","10,300","11,710","13,305"
Latin America,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,"1,933","2,170","2,431","2,720","3,044","3,408","3,812","4,271","4,786","5,362","5,998","6,701","7,481"
Latin America,By Retail Format,Department Stores,Department Stores,Department Stores,"1,397","1,551","1,726","1,915","2,126","2,358","2,618","2,909","3,233","3,595","3,990","4,421","4,899"
Latin America,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,"2,975","3,447","3,995","4,627","5,358","6,197","7,166","8,291","9,599","11,116","12,861","14,862","17,158"
Latin America,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,959,"1,067","1,183","1,310","1,452","1,612","1,792","1,991","2,210","2,453","2,716","3,004","3,321"
Latin America,By Country,Brazil,Brazil,Brazil,"8,071","9,198","10,482","11,930","13,581","15,446","17,575","20,017","22,804","25,970","29,544","33,560","38,094"
Latin America,By Country,Argentina,Argentina,Argentina,"3,178","3,543","3,955","4,412","4,906","5,461","6,078","6,766","7,533","8,390","9,326","10,349","11,479"
Latin America,By Country,Mexico,Mexico,Mexico,"6,099","6,905","7,827","8,856","10,018","11,328","12,808","14,504","16,429","18,611","21,068","23,810","26,890"
Latin America,By Country,Rest of Latin America,Rest of Latin America,Rest of Latin America,"2,855","3,210","3,606","4,048","4,543","5,099","5,721","6,423","7,211","8,098","9,086","10,183","11,403"
Brazil,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"4,576","4,989","5,416","5,859","6,328","6,841","7,413","8,045","8,706","9,409","10,148","10,934","11,773"
Brazil,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,"1,954","2,146","2,360","2,590","2,832","3,081","3,349","3,645","3,971","4,334","4,723","5,133","5,570"
Brazil,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,"2,001","2,205","2,427","2,673","2,943","3,235","3,551","3,886","4,241","4,624","5,041","5,490","5,972"
Brazil,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,"3,149","3,544","3,990","4,479","5,011","5,587","6,221","6,931","7,729","8,606","9,575","10,633","11,785"
Brazil,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,552,625,708,800,901,"1,014","1,139","1,283","1,448","1,635","1,846","2,082","2,343"
Brazil,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"5,182","5,791","6,472","7,213","8,011","8,865","9,791","10,821","11,970","13,230","14,613","16,096","17,700"
Brazil,By Component,Hardware,Payment Units,Payment Units,"8,575","9,388","10,284","11,259","12,334","13,529","14,852","16,327","17,940","19,685","21,535","23,489","25,573"
Brazil,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"5,783","6,275","6,804","7,381","7,996","8,659","9,370","10,117","10,886","11,716","12,590","13,506","14,469"
Brazil,By Component,Hardware,Receipt Printer,Receipt Printer,"7,473","8,038","8,638","9,283","9,985","10,728","11,522","12,357","13,222","14,137","15,102","16,111","17,164"
Brazil,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","5,465","6,076","6,757","7,496","8,277","9,115","10,028","11,055","12,198","13,461","14,835","16,309","17,898"
Brazil,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,"2,321","2,591","2,890","3,223","3,589","3,997","4,449","4,948","5,501","6,112","6,773","7,480","8,252"
Brazil,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,"1,843","2,081","2,350","2,647","2,979","3,344","3,753","4,218","4,742","5,325","5,968","6,673","7,449"
Brazil,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,"1,114","1,252","1,403","1,565","1,748","1,948","2,173","2,425","2,703","3,002","3,331","3,694","4,093"
Brazil,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,"1,872","2,172","2,521","2,925","3,394","3,938","4,571","5,306","6,153","7,134","8,259","9,550","11,024"
Brazil,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,624,743,886,"1,051","1,247","1,475","1,739","2,056","2,435","2,883","3,409","4,016","4,726"
Brazil,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,297,359,432,519,624,744,890,"1,064","1,270","1,514","1,804","2,147","2,550"
Brazil,By Model Type,Cash Model,Cash Model,Cash Model,"1,828","2,034","2,263","2,519","2,801","3,112","3,452","3,824","4,224","4,669","5,157","5,687","6,265"
Brazil,By Model Type,Cashless Model,Cashless Model,Cashless Model,"6,243","7,164","8,219","9,411","10,780","12,334","14,123","16,193","18,580","21,301","24,387","27,873","31,829"
Brazil,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"7,276","8,268","9,393","10,657","12,092","13,709","15,550","17,657","20,056","22,776","25,835","29,261","33,114"
Brazil,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,262,298,341,388,441,499,565,640,726,822,931,"1,051","1,185"
Brazil,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,533,632,748,885,"1,048","1,238","1,460","1,720","2,022","2,372","2,778","3,248","3,795"
Brazil,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"4,009","4,548","5,162","5,847","6,621","7,492","8,481","9,615","10,900","12,349","13,965","15,766","17,778"
Brazil,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,"1,119","1,286","1,479","1,698","1,949","2,236","2,565","2,943","3,377","3,871","4,436","5,076","5,803"
Brazil,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,793,898,"1,013","1,142","1,289","1,453","1,637","1,847","2,085","2,352","2,649","2,979","3,347"
Brazil,By Retail Format,Department Stores,Department Stores,Department Stores,550,616,691,774,866,967,"1,081","1,207","1,352","1,513","1,691","1,887","2,105"
Brazil,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,"1,220","1,424","1,661","1,937","2,261","2,633","3,065","3,571","4,156","4,841","5,638","6,557","7,620"
Brazil,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,380,426,476,532,595,665,746,834,934,"1,044","1,165","1,295","1,441"
Argentina,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"1,832","1,962","2,102","2,250","2,411","2,584","2,773","2,980","3,199","3,425","3,652","3,880","4,115"
Argentina,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,769,835,908,985,"1,064","1,149","1,239","1,339","1,450","1,571","1,700","1,837","1,982"
Argentina,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,770,845,928,"1,017","1,110","1,210","1,317","1,435","1,567","1,711","1,865","2,026","2,197"
Argentina,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,899,"1,005","1,119","1,240","1,375","1,525","1,698","1,892","2,105","2,334","2,583","2,856","3,155"
Argentina,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,203,228,256,287,322,362,407,459,516,581,652,730,815
Argentina,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"1,709","1,900","2,113","2,343","2,589","2,852","3,137","3,453","3,803","4,184","4,598","5,045","5,524"
Argentina,By Component,Hardware,Payment Units,Payment Units,"2,853","3,115","3,403","3,707","4,030","4,361","4,717","5,108","5,541","6,013","6,513","7,035","7,587"
Argentina,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"1,916","2,062","2,218","2,387","2,566","2,757","2,957","3,168","3,383","3,616","3,863","4,120","4,389"
Argentina,By Component,Hardware,Receipt Printer,Receipt Printer,"2,710","2,892","3,087","3,293","3,509","3,737","3,979","4,237","4,503","4,781","5,063","5,351","5,647"
Argentina,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","1,834","2,021","2,218","2,425","2,647","2,893","3,171","3,478","3,803","4,149","4,515","4,907","5,328"
Argentina,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,948,"1,031","1,123","1,221","1,325","1,438","1,562","1,696","1,838","1,990","2,150","2,318","2,496"
Argentina,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,705,782,867,961,"1,060","1,167","1,286","1,416","1,560","1,718","1,888","2,071","2,269"
Argentina,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,450,495,544,597,654,714,778,850,928,"1,013","1,103","1,197","1,299"
Argentina,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,733,837,954,"1,090","1,238","1,407","1,596","1,811","2,052","2,329","2,634","2,971","3,348"
Argentina,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,223,258,300,348,402,467,541,624,722,833,958,"1,100","1,260"
Argentina,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,119,140,167,195,227,268,315,369,433,507,593,692,807
Argentina,By Model Type,Cash Model,Cash Model,Cash Model,737,801,870,945,"1,025","1,111","1,202","1,300","1,402","1,510","1,622","1,739","1,862"
Argentina,By Model Type,Cashless Model,Cashless Model,Cashless Model,"2,441","2,742","3,085","3,467","3,881","4,350","4,876","5,466","6,131","6,880","7,704","8,610","9,617"
Argentina,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"2,918","3,242","3,607","4,011","4,445","4,930","5,469","6,066","6,729","7,466","8,267","9,135","10,091"
Argentina,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,98,110,124,139,155,173,193,216,241,268,298,331,367
Argentina,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,162,191,224,262,306,358,416,484,563,656,761,883,"1,021"
Argentina,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"1,542","1,716","1,911","2,123","2,356","2,610","2,891","3,203","3,552","3,936","4,354","4,805","5,297"
Argentina,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,453,510,574,646,722,810,911,"1,022","1,145","1,286","1,442","1,612","1,805"
Argentina,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,323,357,394,435,477,525,577,635,699,770,844,927,"1,015"
Argentina,By Retail Format,Department Stores,Department Stores,Department Stores,227,247,271,296,323,355,387,423,462,504,549,597,652
Argentina,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,478,544,621,711,810,922,"1,052","1,198","1,366","1,557","1,770","2,010","2,278"
Argentina,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,155,169,184,201,218,239,260,285,309,337,367,398,432
Mexico,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"4,516","4,896","5,284","5,680","6,106","6,570","7,093","7,668","8,273","8,900","9,552","10,244","10,977"
Mexico,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,"1,891","2,066","2,259","2,463","2,679","2,901","3,141","3,404","3,695","4,013","4,350","4,703","5,076"
Mexico,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,"2,067","2,272","2,495","2,741","3,011","3,302","3,611","3,940","4,286","4,661","5,069","5,502","5,966"
Mexico,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,"1,730","1,945","2,187","2,452","2,741","3,060","3,412","3,814","4,272","4,785","5,356","5,985","6,676"
Mexico,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,382,432,485,543,608,681,765,861,967,"1,083","1,210","1,351","1,507"
Mexico,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"3,597","4,014","4,459","4,936","5,454","6,034","6,697","7,434","8,227","9,088","10,011","11,012","12,104"
Mexico,By Component,Hardware,Payment Units,Payment Units,"5,450","5,954","6,507","7,107","7,763","8,473","9,245","10,086","10,985","11,938","12,934","13,958","15,036"
Mexico,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"3,917","4,249","4,611","4,990","5,374","5,775","6,203","6,672","7,179","7,722","8,290","8,873","9,480"
Mexico,By Component,Hardware,Receipt Printer,Receipt Printer,"4,515","4,852","5,210","5,597","6,017","6,468","6,947","7,452","7,982","8,556","9,177","9,839","10,537"
Mexico,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","4,032","4,457","4,922","5,438","6,007","6,623","7,285","7,992","8,743","9,561","10,455","11,412","12,444"
Mexico,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,"1,697","1,878","2,079","2,297","2,536","2,799","3,087","3,407","3,760","4,149","4,572","5,028","5,521"
Mexico,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,"1,329","1,495","1,681","1,886","2,113","2,364","2,640","2,953","3,298","3,684","4,106","4,562","5,066"
Mexico,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,917,"1,023","1,142","1,274","1,418","1,578","1,755","1,955","2,173","2,413","2,674","2,955","3,259"
Mexico,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,"1,468","1,694","1,957","2,256","2,598","2,989","3,438","3,958","4,562","5,255","6,044","6,942","7,958"
Mexico,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,461,543,641,754,886,"1,041","1,224","1,437","1,688","1,982","2,330","2,732","3,201"
Mexico,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,227,272,327,389,467,557,664,794,948,"1,128","1,342","1,591","1,885"
Mexico,By Model Type,Cash Model,Cash Model,Cash Model,"1,453","1,598","1,758","1,933","2,127","2,343","2,583","2,852","3,147","3,468","3,811","4,174","4,565"
Mexico,By Model Type,Cashless Model,Cashless Model,Cashless Model,"4,646","5,307","6,069","6,923","7,891","8,985","10,225","11,652","13,282","15,143","17,257","19,636","22,325"
Mexico,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"5,560","6,276","7,095","8,005","9,028","10,179","11,472","12,950","14,622","16,513","18,634","20,991","23,626"
Mexico,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,182,207,236,268,305,345,389,439,496,561,634,715,806
Mexico,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,357,422,496,583,685,804,947,"1,115","1,311","1,537","1,800","2,104","2,458"
Mexico,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"3,095","3,495","3,951","4,461","5,026","5,657","6,364","7,168","8,076","9,103","10,253","11,524","12,942"
Mexico,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,848,966,"1,101","1,255","1,431","1,633","1,861","2,126","2,427","2,768","3,156","3,592","4,083"
Mexico,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,545,610,684,765,857,961,"1,077","1,208","1,356","1,520","1,702","1,903","2,128"
Mexico,By Retail Format,Department Stores,Department Stores,Department Stores,434,483,537,595,662,733,816,911,"1,012","1,129","1,254","1,391","1,541"
Mexico,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,874,"1,013","1,179","1,365","1,582","1,833","2,122","2,459","2,854","3,311","3,838","4,441","5,134"
Mexico,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,303,338,375,415,460,511,568,632,704,780,865,959,"1,062"
Rest of Latin America,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"1,682","1,822","1,976","2,139","2,308","2,488","2,679","2,886","3,112","3,359","3,621","3,895","4,186"
Rest of Latin America,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,773,838,910,987,"1,069","1,159","1,257","1,365","1,480","1,603","1,729","1,858","1,993"
Rest of Latin America,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,841,924,"1,016","1,115","1,221","1,334","1,457","1,592","1,740","1,903","2,077","2,263","2,462"
Rest of Latin America,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,993,"1,113","1,248","1,397","1,559","1,734","1,927","2,144","2,391","2,671","2,981","3,319","3,690"
Rest of Latin America,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,186,209,235,264,296,332,372,415,463,516,573,635,703
Rest of Latin America,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"1,569","1,747","1,947","2,166","2,399","2,651","2,927","3,232","3,563","3,930","4,320","4,733","5,180"
Rest of Latin America,By Component,Hardware,Payment Units,Payment Units,"3,035","3,323","3,640","3,979","4,336","4,699","5,081","5,493","5,946","6,441","6,970","7,520","8,101"
Rest of Latin America,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"1,915","2,067","2,221","2,378","2,544","2,723","2,920","3,132","3,350","3,573","3,804","4,049","4,307"
Rest of Latin America,By Component,Hardware,Receipt Printer,Receipt Printer,"3,077","3,296","3,517","3,738","3,972","4,230","4,518","4,833","5,163","5,508","5,873","6,262","6,672"
Rest of Latin America,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","1,619","1,788","1,977","2,181","2,400","2,632","2,884","3,164","3,480","3,834","4,224","4,644","5,099"
Rest of Latin America,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,817,902,993,"1,092","1,198","1,312","1,434","1,566","1,709","1,865","2,028","2,206","2,392"
Rest of Latin America,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,679,758,844,942,"1,050","1,170","1,303","1,453","1,617","1,801","2,006","2,233","2,483"
Rest of Latin America,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,451,499,553,612,677,751,831,921,"1,020","1,128","1,243","1,364","1,495"
Rest of Latin America,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,636,730,838,959,"1,099","1,255","1,434","1,638","1,870","2,133","2,431","2,763","3,138"
Rest of Latin America,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,180,211,247,288,336,392,460,537,631,739,865,"1,010","1,178"
Rest of Latin America,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,92,110,131,155,183,219,259,308,364,432,513,607,717
Rest of Latin America,By Model Type,Cash Model,Cash Model,Cash Model,683,752,828,909,995,"1,085","1,182","1,290","1,410","1,541","1,683","1,832","1,991"
Rest of Latin America,By Model Type,Cashless Model,Cashless Model,Cashless Model,"2,172","2,458","2,778","3,139","3,548","4,014","4,539","5,133","5,801","6,557","7,403","8,351","9,412"
Rest of Latin America,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"2,591","2,905","3,252","3,637","4,069","4,553","5,090","5,693","6,366","7,122","7,960","8,885","9,910"
Rest of Latin America,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,98,110,124,140,158,176,197,221,248,278,311,347,386
Rest of Latin America,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,166,195,230,271,316,370,434,509,597,698,815,951,"1,107"
Rest of Latin America,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"1,510","1,688","1,890","2,114","2,364","2,643","2,953","3,299","3,685","4,112","4,587","5,109","5,685"
Rest of Latin America,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,363,412,467,530,599,678,768,872,987,"1,118","1,266","1,430","1,614"
Rest of Latin America,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,272,305,340,378,421,469,521,581,646,720,803,892,991
Rest of Latin America,By Retail Format,Department Stores,Department Stores,Department Stores,186,205,227,250,275,303,334,368,407,449,496,546,601
Rest of Latin America,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,403,466,534,614,705,809,927,"1,063","1,223","1,407","1,615","1,854","2,126"
Rest of Latin America,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,121,134,148,162,179,197,218,240,263,292,319,352,386
Middle East & Africa,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"8,746","9,539","10,415","11,344","12,323","13,339","14,424","15,610","16,923","18,372","19,930","21,573","23,318"
